scenario	inference_runtime	inference_idealized_runtime	inference_runtime_discrepancy	num_tokens_in_prompt	num_tokens	num_output_tokens	exact_match	y=x
lsat_qa:task=assignment,model=openai_text-curie-001,num_train_trials=3	0.1703061624	0.054	0.1163061624	566.5	1	1	0.1363636364	0.1703061624
lsat_qa:task=assignment,model=ai21_j1-jumbo,num_train_trials=3	0.5615548871	0.1632727273	0.3982821598	441.9090909	1	1	0.3181818182	0.5615548871
lsat_qa:task=assignment,model=ai21_j1-grande,num_train_trials=3	1.867036657			441.9090909	1	1	0.1818181818	1.867036657
lsat_qa:task=assignment,model=ai21_j1-large,num_train_trials=3	0.4786580368	0.04663636364	0.4320216731	441.9090909	1	1	0.1363636364	0.4786580368
lsat_qa:task=miscellaneous,model=openai_davinci,num_train_trials=3	0.4596983592	0.2222222222	0.2374761369	581.3125	1	1	0.1805555556	0.4596983592
lsat_qa:task=miscellaneous,model=openai_curie,num_train_trials=3	0.171644128	0.05473611111	0.1169080169	581.3125	1	1	0.2013888889	0.171644128
lsat_qa:task=miscellaneous,model=openai_text-davinci-002,num_train_trials=3	0.3356658022	0.2222222222	0.1134435799	581.3125	1	1	0.2083333333	0.3356658022
lsat_qa:task=miscellaneous,model=openai_text-davinci-001,num_train_trials=3	0.1980680691	0.2222222222	-0.02415415314	581.3125	1	1	0.2083333333	0.1980680691
lsat_qa:task=miscellaneous,model=openai_text-curie-001,num_train_trials=3	0.17573075	0.05473611111	0.1209946389	581.3125	1	1	0.1527777778	0.17573075
lsat_qa:task=miscellaneous,model=ai21_j1-jumbo,num_train_trials=3	0.4993304312	0.1615277778	0.3378026534	436.8541667	1	1	0.1736111111	0.4993304312
lsat_qa:task=miscellaneous,model=ai21_j1-grande,num_train_trials=3	1.147526157			436.8541667	1	1	0.2013888889	1.147526157
lsat_qa:task=miscellaneous,model=ai21_j1-large,num_train_trials=3	0.4648417979	0.04613888889	0.4187029091	436.8541667	1	1	0.1666666667	0.4648417979
lsat_qa:task=all,model=anthropic_stanford-online-helpful-v4-s3,num_train_trials=3	1.240026876	0.1276644737	1.112362402	606.1644737	1	1	0.2171052632	1.240026876
lsat_qa:task=grouping,model=anthropic_stanford-online-helpful-v4-s3,num_train_trials=3	1.087612438	0.1154	0.9722124382	522.4	1	1	0.4	1.087612438
lsat_qa:task=ordering,model=anthropic_stanford-online-helpful-v4-s3,num_train_trials=3	1.227544546	0.1234	1.104144546	568.5	1	1	0.3	1.227544546
lsat_qa:task=assignment,model=anthropic_stanford-online-helpful-v4-s3,num_train_trials=3	1.234882842	0.123	1.111882842	566.5	1	1	0.1818181818	1.234882842
lsat_qa:task=miscellaneous,model=anthropic_stanford-online-helpful-v4-s3,num_train_trials=3	1.234117683	0.1244375	1.109680183	581.312	1.0	1	0.2222222222		1.234117683
dyck_language_np=2:model=openai_davinci	0.5110271629	0.21344	0.2975871629	169.3533333	2.19	2.19		0.5110271629
dyck_language_np=2:model=openai_curie	0.1721766178	0.05248666667	0.1196899511	169.3533333	1.763333333	1.763333333		0.1721766178
dyck_language_np=2:model=openai_text-davinci-002	0.535490543	0.37274	0.162750543	169.3533333	4.263333333	4.263333333		0.535490543
dyck_language_np=2:model=openai_text-davinci-001	0.2090112662	0.16322	0.04579126623	169.3533333	1.243333333	1.243333333		0.2090112662
dyck_language_np=2:model=openai_text-curie-001	0.1764194242	0.1208066667	0.05561275755	169.3533333	4.903333333	4.903333333		0.1764194242
dyck_language_np=2:model=ai21_j1-jumbo	0.5701765402	0.3516133333	0.2185632069	247.4166667	4.753333333	4.753333333		0.5701765402
dyck_language_np=2:model=ai21_j1-grande	1.341346344			247.4166667	4.533333333	4.533333333		1.341346344
dyck_language_np=2:model=ai21_j1-large	0.4255140074	0.11984	0.3056740074	247.4166667	4.726666667	4.726666667		0.4255140074
dyck_language_np=3:model=openai_davinci	0.4887365174	0.18968	0.2990565174	169.3533333	1.86	1.86		0.4887365174
dyck_language_np=3:model=openai_curie	0.1662997588	0.05088666667	0.1154130921	169.3533333	1.77	1.77		0.1662997588
dyck_language_np=3:model=openai_text-davinci-002	0.4991975919	0.41999	0.07920759194	169.3533333	4.903333333	4.903333333		0.4991975919
dyck_language_np=3:model=openai_text-davinci-001	0.2009351246	0.15701	0.04392512456	169.3533333	1.256666667	1.256666667		0.2009351246
dyck_language_np=3:model=openai_text-curie-001	0.1673948256	0.1230466667	0.04434815895	169.3533333	5	5		0.1673948256
dyck_language_np=3:model=ai21_j1-jumbo	0.516318481	0.2694533333	0.2468651476	211.99	3.713333333	3.713333333		0.516318481
dyck_language_np=3:model=ai21_j1-grande	1.600911944			211.99	4.263333333	4.263333333		1.600911944
dyck_language_np=3:model=ai21_j1-large	0.4032636237	0.11508	0.2881836237	211.99	4.636666667	4.636666667		0.4032636237
dyck_language_np=4:model=openai_davinci	0.4856813486	0.18158	0.3041013486	169.3533333	1.783333333	1.783333333		0.4856813486
dyck_language_np=4:model=openai_curie	0.1632703551	0.05488666667	0.1083836884	169.3533333	2.003333333	2.003333333		0.1632703551
dyck_language_np=4:model=openai_text-davinci-002	0.4947040868	0.42404	0.07066408678	169.3533333	4.953333333	4.953333333		0.4947040868
dyck_language_np=4:model=openai_text-davinci-001	0.2057991473	0.15188	0.05391914729	169.3533333	1.14	1.14		0.2057991473
dyck_language_np=4:model=openai_text-curie-001	0.1684935411	0.1213666667	0.04712687442	169.3533333	4.923333333	4.923333333		0.1684935411
dyck_language_np=4:model=ai21_j1-jumbo	0.5398110708	0.2128666667	0.3269444041	199.7233333	2.846666667	2.846666667		0.5398110708
dyck_language_np=4:model=ai21_j1-grande	1.352362352			199.7233333	3.66	3.66		1.352362352
dyck_language_np=4:model=ai21_j1-large	0.384498891	0.09993333333	0.2845655577	199.7233333	4.013333333	4.013333333		0.384498891
dyck_language_np=2:model=anthropic_stanford-online-helpful-v4-s3	1.79793229	0.1853266667	1.612605624	169.3533333	3.333333333	3.333333333		1.79793229
dyck_language_np=3:model=anthropic_stanford-online-helpful-v4-s3	1.699453862	0.1727266667	1.526727195	169.3533333	3.1	3.1		1.699453862
dyck_language_np=4:model=anthropic_stanford-online-helpful-v4-s3	1.674289838	0.1687666667	1.505523171	169.3533333	3.026666667	3.026666667		1.674289838
imdb,data_augmentation=gender_pronouns:prob=0.3	0.4368882569	0.47132	-0.05126929615	1462.153333	1	1	0.5966666667	0.4368882569
imdb,data_augmentation=gender_terms:prob=0.3	0.4280346847	0.47132	-0.06006271371	1462.15	1	1	0.6	0.4280346847
imdb,data_augmentation=dialect0.1	0.498604339	0.5188333646	-0.02059917744	1636.266667	1.026666667	1.026666667	0.9133333333	0.498604339
imdb,data_augmentation=dialect0.3	0.4958550739	0.5188333646	-0.02339217607	1636.266667	1.026666667	1.026666667	0.9133333333	0.4958550739
imdb,data_augmentation=dialect1.0	0.4910717678	0.518834375	-0.02805547363	1636.29	1.026666667	1.026666667	0.9133333333	0.4910717678
copyright:datatag=n_books_1000-extractions_per_book_1-prefix_length_125,model=openai_davinci	30.89794221	78.62217333	-47.72423112	140.09	970.3733333	970.3733333		30.89794221
copyright:datatag=n_books_1000-extractions_per_book_1-prefix_length_125,model=openai_curie	8.558129454	23.56523333	-15.00710388	140.09	981.76	981.76		8.558129454
copyright:datatag=n_books_1000-extractions_per_book_1-prefix_length_125,model=openai_text-davinci-002	20.75548235	60.76977333	-40.01429098	140.09	749.9733333	749.9733333		20.75548235
copyright:datatag=n_books_1000-extractions_per_book_1-prefix_length_125,model=openai_text-davinci-001	2.843075793	18.37545333	-15.53237754	140.09	226.5866667	226.5866667		2.843075793
copyright:datatag=n_books_1000-extractions_per_book_1-prefix_length_125,model=openai_text-curie-001	2.346414128	5.914673333	-3.568259205	140.09	246.32	246.32		2.346414128
copyright:datatag=n_books_1000-extractions_per_book_1-prefix_length_125,model=ai21_j1-jumbo	70.30326398	62.82843	7.474833981	99.97333333	981.4666667	981.4666667		70.30326398
copyright:datatag=n_books_1000-extractions_per_book_1-prefix_length_125,model=ai21_j1-grande	38.34315397			99.97333333	981.3033333	981.3033333		38.34315397
copyright:datatag=n_books_1000-extractions_per_book_1-prefix_length_125,model=ai21_j1-large	20.61392996	23.38868333	-2.774753369	99.97333333	974.4433333	974.4433333		20.61392996
disinfo:type=reiteration,model=openai_davinci	1.520303675	1.091675676	0.428627999	279.1351351	12.81081081	12.81081081		1.520303675
disinfo:type=reiteration,model=openai_curie	0.5263403751	0.3674054054	0.1589349697	279.1351351	14.89189189	14.89189189		0.5263403751
disinfo:type=reiteration,model=openai_text-davinci-002	1.55027271	1.21427027	0.3360024393	279.1351351	14.32432432	14.32432432		1.55027271
disinfo:type=reiteration,model=openai_text-davinci-001	0.4474839584	1.030378378	-0.58289442	279.1351351	12.02702703	12.02702703		0.4474839584
disinfo:type=reiteration,model=openai_text-curie-001	0.4314229553	0.3187567568	0.1126661985	279.1351351	12.86486486	12.86486486		0.4314229553
disinfo:type=reiteration,model=ai21_j1-jumbo	1.598223248	0.6989459459	0.8992773021	223.8918919	10.40540541	10.40540541		1.598223248
disinfo:type=reiteration,model=ai21_j1-grande	1.433122197			223.8918919	9.72972973	9.72972973		1.433122197
disinfo:type=reiteration,model=ai21_j1-large	0.6319595414	0.2115675676	0.4203919739	223.8918919	8.648648649	8.648648649		0.6319595414
disinfo:type=reiteration,model=openai_davinci	1.520303675	1.091675676	0.428627999	279.1351351	12.81081081	12.81081081		1.520303675
disinfo:type=reiteration,model=openai_curie	0.5263403751	0.3674054054	0.1589349697	279.1351351	14.89189189	14.89189189		0.5263403751
disinfo:type=reiteration,model=openai_text-davinci-002	1.55027271	1.21427027	0.3360024393	279.1351351	14.32432432	14.32432432		1.55027271
disinfo:type=reiteration,model=openai_text-davinci-001	0.4474839584	1.030378378	-0.58289442	279.1351351	12.02702703	12.02702703		0.4474839584
disinfo:type=reiteration,model=openai_text-curie-001	0.4314229553	0.3187567568	0.1126661985	279.1351351	12.86486486	12.86486486		0.4314229553
disinfo:type=reiteration,model=ai21_j1-jumbo	1.598223248	0.6989459459	0.8992773021	223.8918919	10.40540541	10.40540541		1.598223248
disinfo:type=reiteration,model=ai21_j1-grande	1.433122197			223.8918919	9.72972973	9.72972973		1.433122197
disinfo:type=reiteration,model=ai21_j1-large	0.6319595414	0.2115675676	0.4203919739	223.8918919	8.648648649	8.648648649		0.6319595414
disinfo:type=wedging,model=openai_davinci	3.007660216	3.921454545	-0.9137943299	147.6363636	48.18181818	48.18181818		3.007660216
disinfo:type=wedging,model=openai_curie	0.8845149821	1.128454545	-0.2439395634	147.6363636	46.90909091	46.90909091		0.8845149821
disinfo:type=wedging,model=openai_text-davinci-002	2.831299825	3.214545455	-0.3832456294	147.6363636	39.45454545	39.45454545		2.831299825
disinfo:type=wedging,model=openai_text-davinci-001	0.8547758839	2.905272727	-2.050496843	147.6363636	35.63636364	35.63636364		0.8547758839
disinfo:type=wedging,model=openai_text-curie-001	0.668941086	0.9844545455	-0.3155134595	147.6363636	40.90909091	40.90909091		0.668941086
disinfo:type=wedging,model=ai21_j1-jumbo	2.736672163	1.430909091	1.305763072	109.5454545	22.09090909	22.09090909		2.736672163
disinfo:type=wedging,model=ai21_j1-grande	1.551179301			109.5454545	22.09090909	22.09090909		1.551179301
disinfo:type=wedging,model=ai21_j1-large	1.057954051	0.4299090909	0.6280449604	109.5454545	17.81818182	17.81818182		1.057954051
bbq:subject=all,model=openai_davinci	0.6519181522	0.1755533333	0.4763648188	423.8133333	1	1		0.6519181522
bbq:subject=all,model=openai_curie	0.2996295563	0.04597	0.2536595563	423.8133333	1	1		0.2996295563
bbq:subject=all,model=openai_text-davinci-002	0.3588353086	0.1755533333	0.1832819752	423.8133333	1	1		0.3588353086
bbq:subject=all,model=openai_text-davinci-001	0.27924908	0.1755533333	0.1036957467	423.8133333	1	1		0.27924908
bbq:subject=all,model=openai_text-curie-001	0.3084734233	0.04597	0.2625034233	423.8133333	1	1		0.3084734233
bbq:subject=all,model=ai21_j1-jumbo	0.9353795354	0.1354033333	0.799976202	315.2866667	1	1		0.9353795354
bbq:subject=all,model=ai21_j1-grande	1.693546329			315.2866667	1	1		1.693546329
bbq:subject=all,model=ai21_j1-large	0.3984412615	0.03468666667	0.3637545948	315.2866667	1	1		0.3984412615
bbq:subject=age,model=openai_davinci								
bbq:subject=age,model=openai_curie								
bbq:subject=age,model=openai_text-davinci-002								
bbq:subject=age,model=openai_text-davinci-001								
bbq:subject=age,model=openai_text-curie-001								
bbq:subject=age,model=ai21_j1-jumbo								
bbq:subject=age,model=ai21_j1-grande								
bbq:subject=age,model=ai21_j1-large								
bbq:subject=disability_status,model=openai_davinci								
bbq:subject=disability_status,model=openai_curie								
bbq:subject=disability_status,model=openai_text-davinci-002								
bbq:subject=disability_status,model=openai_text-davinci-001								
bbq:subject=disability_status,model=openai_text-curie-001								
bbq:subject=disability_status,model=ai21_j1-jumbo								
bbq:subject=disability_status,model=ai21_j1-grande								
bbq:subject=disability_status,model=ai21_j1-large								
bbq:subject=gender_identity,model=openai_davinci								
bbq:subject=gender_identity,model=openai_curie								
bbq:subject=gender_identity,model=openai_text-davinci-002								
bbq:subject=gender_identity,model=openai_text-davinci-001								
bbq:subject=gender_identity,model=openai_text-curie-001								
bbq:subject=gender_identity,model=ai21_j1-jumbo								
bbq:subject=gender_identity,model=ai21_j1-grande								
bbq:subject=gender_identity,model=ai21_j1-large								
bbq:subject=nationality,model=openai_davinci								
bbq:subject=nationality,model=openai_curie								
bbq:subject=nationality,model=openai_text-davinci-002								
bbq:subject=nationality,model=openai_text-davinci-001								
bbq:subject=nationality,model=openai_text-curie-001								
bbq:subject=nationality,model=ai21_j1-jumbo								
bbq:subject=nationality,model=ai21_j1-grande								
bbq:subject=nationality,model=ai21_j1-large								
bbq:subject=physical_appearance,model=openai_davinci								
bbq:subject=physical_appearance,model=openai_curie								
bbq:subject=physical_appearance,model=openai_text-davinci-002								
bbq:subject=physical_appearance,model=openai_text-davinci-001								
bbq:subject=physical_appearance,model=openai_text-curie-001								
bbq:subject=physical_appearance,model=ai21_j1-jumbo								
bbq:subject=physical_appearance,model=ai21_j1-grande								
bbq:subject=physical_appearance,model=ai21_j1-large								
bbq:subject=race_ethnicity,model=openai_davinci								
bbq:subject=race_ethnicity,model=openai_curie								
bbq:subject=race_ethnicity,model=openai_text-davinci-002								
bbq:subject=race_ethnicity,model=openai_text-davinci-001								
bbq:subject=race_ethnicity,model=openai_text-curie-001								
bbq:subject=race_ethnicity,model=ai21_j1-jumbo								
bbq:subject=race_ethnicity,model=ai21_j1-grande								
bbq:subject=race_ethnicity,model=ai21_j1-large								
bbq:subject=race_x_SES,model=openai_davinci								
bbq:subject=race_x_SES,model=openai_curie								
bbq:subject=race_x_SES,model=openai_text-davinci-002								
bbq:subject=race_x_SES,model=openai_text-davinci-001								
bbq:subject=race_x_SES,model=openai_text-curie-001								
bbq:subject=race_x_SES,model=ai21_j1-jumbo								
bbq:subject=race_x_SES,model=ai21_j1-grande								
bbq:subject=race_x_SES,model=ai21_j1-large								
bbq:subject=race_x_gender,model=openai_davinci								
bbq:subject=race_x_gender,model=openai_curie								
bbq:subject=race_x_gender,model=openai_text-davinci-002								
bbq:subject=race_x_gender,model=openai_text-davinci-001								
bbq:subject=race_x_gender,model=openai_text-curie-001								
bbq:subject=race_x_gender,model=ai21_j1-jumbo								
bbq:subject=race_x_gender,model=ai21_j1-grande								
bbq:subject=race_x_gender,model=ai21_j1-large								
bbq:subject=religion,model=openai_davinci								
bbq:subject=religion,model=openai_curie								
bbq:subject=religion,model=openai_text-davinci-002								
bbq:subject=religion,model=openai_text-davinci-001								
bbq:subject=religion,model=openai_text-curie-001								
bbq:subject=religion,model=ai21_j1-jumbo								
bbq:subject=religion,model=ai21_j1-grande								
bbq:subject=religion,model=ai21_j1-large								
bbq:subject=SES,model=openai_davinci	0.6601731682	0.1588766667	0.5012965015	383.02	1	1		0.6601731682
bbq:subject=SES,model=openai_curie	0.27751417	0.04096666667	0.2365475033	383.02	1	1		0.27751417
bbq:subject=SES,model=openai_text-davinci-002	0.296911447	0.1588766667	0.1380347804	383.02	1	1		0.296911447
bbq:subject=SES,model=openai_text-davinci-001	0.2815204541	0.1588766667	0.1226437874	383.02	1	1		0.2815204541
bbq:subject=SES,model=openai_text-curie-001	0.2804120954	0.04096666667	0.2394454287	383.02	1	1		0.2804120954
bbq:subject=SES,model=ai21_j1-jumbo	0.713876245	0.133	0.580876245	283.2566667	1	1		0.713876245
bbq:subject=SES,model=ai21_j1-grande	1.515391254			283.2566667	1	1		1.515391254
bbq:subject=SES,model=ai21_j1-large	0.3541700085	0.034	0.3201700085	283.2566667	1	1		0.3541700085
bbq:subject=sexual_orientation,model=openai_davinci								
bbq:subject=sexual_orientation,model=openai_curie								
bbq:subject=sexual_orientation,model=openai_text-davinci-002								
bbq:subject=sexual_orientation,model=openai_text-davinci-001								
bbq:subject=sexual_orientation,model=openai_text-curie-001								
bbq:subject=sexual_orientation,model=ai21_j1-jumbo								
bbq:subject=sexual_orientation,model=ai21_j1-grande								
bbq:subject=sexual_orientation,model=ai21_j1-large								
bbq:subject=all,model=anthropic_stanford-online-helpful-v4-s3	1.369999181	0.1049533333	1.265045847	423.8133333	1	1		1.369999181
bbq:subject=age,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=disability_status,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=gender_identity,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=nationality,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=physical_appearance,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=race_ethnicity,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=race_x_SES,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=race_x_gender,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=religion,model=anthropic_stanford-online-helpful-v4-s3								
bbq:subject=SES,model=anthropic_stanford-online-helpful-v4-s3	1.364999755	0.09295666667	1.272043089	383.02	1	1		1.364999755
bbq:subject=sexual_orientation,model=anthropic_stanford-online-helpful-v4-s3								
bold:subject=all,model=openai_davinci	1.240812787	1.568666667	-0.3278538795	11.77333333	19.26666667	19.26666667		1.240812787
bold:subject=all,model=openai_curie	0.4019885135	0.4534933333	-0.05150481986	11.77333333	18.77333333	18.77333333		0.4019885135
bold:subject=all,model=openai_text-davinci-002	1.136879527	1.550306667	-0.4134271399	11.77333333	19.04	19.04		1.136879527
bold:subject=all,model=openai_text-davinci-001	0.5252021583	1.594586667	-1.069384508	11.77333333	19.58666667	19.58666667		0.5252021583
bold:subject=all,model=openai_text-curie-001	0.4136858892	0.4752533333	-0.06156744409	11.77333333	19.68	19.68		0.4136858892
bold:subject=all,model=ai21_j1-jumbo	2.0951946	1.283833333	0.8113612671	8.966666667	19.95	19.95		2.0951946
bold:subject=all,model=ai21_j1-grande	1.634274804			8.966666667	20	20		1.634274804
bold:subject=all,model=ai21_j1-large	0.6019898836	0.4829666667	0.1190232169	8.966666667	20	20		0.6019898836
bold:subject=gender,model=openai_davinci	1.228785832	1.583753333	-0.3549675014	11.52333333	19.45333333	19.45333333		1.228785832
bold:subject=gender,model=openai_curie	0.3947764834	0.4519266667	-0.05715018329	11.52333333	18.70666667	18.70666667		0.3947764834
bold:subject=gender,model=openai_text-davinci-002	1.27825249	1.584833333	-0.3065808438	11.52333333	19.46666667	19.46666667		1.27825249
bold:subject=gender,model=openai_text-davinci-001	0.5110484529	1.609673333	-1.09862488	11.52333333	19.77333333	19.77333333		0.5110484529
bold:subject=gender,model=openai_text-curie-001	0.4122380034	0.4768866667	-0.06464866325	11.52333333	19.74666667	19.74666667		0.4122380034
bold:subject=gender,model=ai21_j1-jumbo	1.465523901	1.283813333	0.1817105677	8.636666667	19.95	19.95		1.465523901
bold:subject=gender,model=ai21_j1-grande	1.74783084			8.636666667	20	20		1.74783084
bold:subject=gender,model=ai21_j1-large	0.5917380595	0.4829866667	0.1087513929	8.636666667	20	20		0.5917380595
bold:subject=political_ideology,model=openai_davinci	1.239868306	1.59459	-0.3547216937	11.84	19.58666667	19.58666667		1.239868306
bold:subject=political_ideology,model=openai_curie	0.3943631768	0.4579933333	-0.06363015651	11.84	18.96	18.96		0.3943631768
bold:subject=political_ideology,model=openai_text-davinci-002	1.172280807	1.58811	-0.4158291933	11.84	19.50666667	19.50666667		1.172280807
bold:subject=political_ideology,model=openai_text-davinci-001	0.493822097	1.61187	-1.118047903	11.84	19.8	19.8		0.493822097
bold:subject=political_ideology,model=openai_text-curie-001	0.4136378113	0.4794333333	-0.06579552199	11.84	19.85333333	19.85333333		0.4136378113
bold:subject=political_ideology,model=ai21_j1-jumbo	1.666428632	1.287026667	0.3794019653	8.633333333	20	20		1.666428632
bold:subject=political_ideology,model=ai21_j1-grande	1.707612836			8.633333333	20	20		1.707612836
bold:subject=political_ideology,model=ai21_j1-large	0.6023466667	0.4829766667	0.11937	8.633333333	20	20		0.6023466667
bold:subject=profession,model=openai_davinci	1.181346717	1.583763333	-0.4024166165	10.67333333	19.45333333	19.45333333		1.181346717
bold:subject=profession,model=openai_curie	0.3897333908	0.4541633333	-0.06442994253	10.67333333	18.8	18.8		0.3897333908
bold:subject=profession,model=openai_text-davinci-002	1.174800395	1.541643333	-0.3668429382	10.67333333	18.93333333	18.93333333		1.174800395
bold:subject=profession,model=openai_text-davinci-001	0.4764349246	1.542723333	-1.066288409	10.67333333	18.94666667	18.94666667		0.4764349246
bold:subject=profession,model=openai_text-curie-001	0.4132025631	0.4663233333	-0.05312077021	10.67333333	19.30666667	19.30666667		0.4132025631
bold:subject=profession,model=ai21_j1-jumbo	1.33666427	1.281473333	0.05519093643	8.143333333	19.91333333	19.91333333		1.33666427
bold:subject=profession,model=ai21_j1-grande	1.523517875			8.143333333	20	20		1.523517875
bold:subject=profession,model=ai21_j1-large	0.5919228474	0.48298	0.1089428474	8.143333333	20	20		0.5919228474
bold:subject=race,model=openai_davinci	1.197912321	1.56004	-0.3621276789	12.33333333	19.16	19.16		1.197912321
bold:subject=race,model=openai_curie	0.3987201198	0.4586	-0.05987988021	12.33333333	18.98666667	18.98666667		0.3987201198
bold:subject=race,model=openai_text-davinci-002	1.155805037	1.56544	-0.409634963	12.33333333	19.22666667	19.22666667		1.155805037
bold:subject=race,model=openai_text-davinci-001	0.485849069	1.60216	-1.116310931	12.33333333	19.68	19.68		0.485849069
bold:subject=race,model=openai_text-curie-001	0.4036552231	0.47268	-0.06902477695	12.33333333	19.57333333	19.57333333		0.4036552231
bold:subject=race,model=ai21_j1-jumbo	1.920404789	1.287026667	0.633378122	9.343333333	20	20		1.920404789
bold:subject=race,model=ai21_j1-grande	1.67416459			9.343333333	20	20		1.67416459
bold:subject=race,model=ai21_j1-large	0.6316297229	0.4829733333	0.1486563896	9.343333333	20	20		0.6316297229
bold:subject=religious_ideology,model=openai_davinci	1.441760695	1.61595	-0.174189305	11.825	19.85	19.85		1.441760695
bold:subject=religious_ideology,model=openai_curie	0.3849025488	0.4577	-0.07279745121	11.825	18.95	18.95		0.3849025488
bold:subject=religious_ideology,model=openai_text-davinci-002	1.110506743	1.6119	-0.5013932568	11.825	19.8	19.8		1.110506743
bold:subject=religious_ideology,model=openai_text-davinci-001	0.4871332526	1.59165	-1.104516747	11.825	19.55	19.55		0.4871332526
bold:subject=religious_ideology,model=openai_text-curie-001	0.4123962253	0.4769	-0.06450377467	11.825	19.75	19.75		0.4123962253
bold:subject=religious_ideology,model=ai21_j1-jumbo	1.355648261	1.287025	0.06862326131	8.875	20	20		1.355648261
bold:subject=religious_ideology,model=ai21_j1-grande	2.36243735			8.875	20	20		2.36243735
bold:subject=religious_ideology,model=ai21_j1-large	0.5828308642	0.482075	0.1007558642	8.875	19.9625	19.9625		0.5828308642
bold:subject=all,model=anthropic_stanford-online-helpful-v4-s3	8.697991439	1.0859	7.612091439	11.77333333	20	20		8.697991439
bold:subject=gender,model=anthropic_stanford-online-helpful-v4-s3	8.670569674	1.08595	7.584619674	11.52333333	20	20		8.670569674
bold:subject=political_ideology,model=anthropic_stanford-online-helpful-v4-s3	8.696462495	1.08593	7.610532495	11.84	20	20		8.696462495
bold:subject=profession,model=anthropic_stanford-online-helpful-v4-s3	8.704984987	1.08594	7.619044987	10.67333333	20	20		8.704984987
bold:subject=race,model=anthropic_stanford-online-helpful-v4-s3	8.692412766	1.08588	7.606532766	12.33333333	20	20		8.692412766
bold:subject=religious_ideology,model=anthropic_stanford-online-helpful-v4-s3	8.698056734	1.08585	7.612206734	11.825	20	20		8.698056734
civil_comments:subject=all,model=openai_davinci	0.6429137286	0.22575	0.4171637286	587.35	1	1	0.9833333333	0.6429137286
civil_comments:subject=all,model=openai_curie	0.2313897737	0.05605333333	0.1753364404	587.35	1	1	0.1766666667	0.2313897737
civil_comments:subject=all,model=openai_text-davinci-002	0.7306090546	0.78627	-0.05566094543	587.35	7.92	7.92	0.9633333333	0.7306090546
civil_comments:subject=all,model=openai_text-davinci-001	0.2135829719	0.78843	-0.5748470281	587.35	7.946666667	7.946666667	0.9633333333	0.2135829719
civil_comments:subject=all,model=openai_text-curie-001	0.2302054477	0.2235733333	0.00663211434	587.35	7.98	7.98	0.8	0.2302054477
civil_comments:subject=all,model=ai21_j1-jumbo	0.6366273363	0.2276466667	0.4089806697	438.5733333	2	2	0.9233333333	0.6366273363
civil_comments:subject=all,model=ai21_j1-grande	1.581735722			438.5733333	2	2	0.9966666667	1.581735722
civil_comments:subject=all,model=ai21_j1-large	0.4719744325	0.07084666667	0.4011277658	438.5733333	2	2	1	0.4719744325
civil_comments:subject=asian,model=openai_davinci	0.6622981032	0.29971	0.3625881032	871.6833333	1	1	1	0.6622981032
civil_comments:subject=asian,model=openai_curie	0.2335615436	0.08137	0.1521915436	871.6833333	1	1	1	0.2335615436
civil_comments:subject=asian,model=openai_text-davinci-002	0.7241136225	0.85699	-0.1328763775	871.6833333	7.88	7.88	0.8733333333	0.7241136225
civil_comments:subject=asian,model=openai_text-davinci-001	0.2247179214	0.8335	-0.6087820786	871.6833333	7.59	7.59	0.9933333333	0.2247179214
civil_comments:subject=asian,model=openai_text-curie-001	0.2328657651	0.24881	-0.01594423491	871.6833333	7.973333333	7.973333333	0.9966666667	0.2328657651
civil_comments:subject=asian,model=ai21_j1-jumbo	0.7763957032	0.28508	0.4913157032	639.8966667	2	2	1	0.7763957032
civil_comments:subject=asian,model=ai21_j1-grande	1.73177971			639.8966667	2	2	1	1.73177971
civil_comments:subject=asian,model=ai21_j1-large	0.5229381053	0.08331333333	0.4396247719	639.8966667	2	2	1	0.5229381053
civil_comments:subject=atheist,model=openai_davinci	0.6814491137	0.2491466667	0.432302447	687.7866667	1	1	1	0.6814491137
civil_comments:subject=atheist,model=openai_curie	0.2093833335	0.06431333333	0.1450700002	687.7866667	1	1	1	0.2093833335
civil_comments:subject=atheist,model=openai_text-davinci-002	0.6738493665	0.6590066667	0.01484269984	687.7866667	6.06	6.06	0.9366666667	0.6738493665
civil_comments:subject=atheist,model=openai_text-davinci-001	0.2159570241	0.8145266667	-0.5985696426	687.7866667	7.98	7.98	0.9933333333	0.2159570241
civil_comments:subject=atheist,model=openai_text-curie-001	0.2171792698	0.2196733333	-0.002494063543	687.7866667	7.433333333	7.433333333	0.9566666667	0.2171792698
civil_comments:subject=atheist,model=ai21_j1-jumbo	0.6161508203	0.25492	0.3612308203	546.0866667	2	2	1	0.6161508203
civil_comments:subject=atheist,model=ai21_j1-grande	1.723947129			546.0866667	2	2	1	1.723947129
civil_comments:subject=atheist,model=ai21_j1-large	0.4855574616	0.07586	0.4096974616	546.0866667	2	2	1	0.4855574616
